allele,marker,frequency,population
8.1,vWA,0,all
9,CSF1PO,0.0294401544401544,all
9,D10S1248,0.000965250965250965,all
9,D12S391,0,all
9,D13S317,0.0892857142857143,all
9,D16S539,0.162644787644788,all
9,D18S51,0.000965250965250965,all
9,D19S433,0.000482625482625483,all
9,D1S1656,0,all
9,D21S11,0,all
9,D22S1045,0,all
9,D2S1338,0,all
9,D2S441,0.00144787644787645,all
9,D3S1358,0,all
9,D5S818,0.0463320463320463,all
9,D6S1043,0.000482625482625483,all
9,D7S820,0.121621621621622,all
9,D8S1179,0.00482625482625483,all
9,F13A01,0.00386100386100386,all
9,F13B,0.232142857142857,all
9,FESFPS,0.0125482625482625,all
9,FGA,0,all
9,LPL,0.0666023166023166,all
9,Penta_C,0.193050193050193,all
9,Penta_D,0.217391304347826,all
9,Penta_E,0.0275096525096525,all
9,SE33,0,all
9,TH01,0.168918918918919,all
9,TPOX,0.13768115942029,all
9,vWA,0,all
9.1,CSF1PO,0,all
9.1,D10S1248,0,all
9.1,D12S391,0,all
9.1,D13S317,0,all
9.1,D16S539,0,all
9.1,D18S51,0,all
9.1,D19S433,0,all
9.1,D1S1656,0,all
9.1,D21S11,0,all
9.1,D22S1045,0,all
9.1,D2S1338,0,all
9.1,D2S441,0.000965250965250965,all
9.1,D3S1358,0,all
9.1,D5S818,0,all
9.1,D6S1043,0,all
9.1,D7S820,0,all
9.1,D8S1179,0,all
9.1,F13A01,0,all
9.1,F13B,0,all
9.1,FESFPS,0,all
9.1,FGA,0,all
9.1,LPL,0,all
9.1,Penta_C,0,all
9.1,Penta_D,0,all
9.1,Penta_E,0,all
9.1,SE33,0,all
9.1,TH01,0,all
9.1,TPOX,0,all
9.1,vWA,0,all
9.3,CSF1PO,0,all
9.3,D10S1248,0,all
9.3,D12S391,0,all
9.3,D13S317,0,all
9.3,D16S539,0,all
9.3,D18S51,0,all
9.3,D19S433,0,all
9.3,D1S1656,0,all
9.3,D21S11,0,all
9.3,D22S1045,0,all
9.3,D2S1338,0,all
9.3,D2S441,0,all
9.3,D3S1358,0,all
9.3,D5S818,0,all
9.3,D6S1043,0,all
9.3,D7S820,0,all
9.3,D8S1179,0,all
9.3,F13A01,0,all
9.3,F13B,0,all
9.3,FESFPS,0,all
9.3,FGA,0,all
9.3,LPL,0,all
9.3,Penta_C,0,all
9.3,Penta_D,0,all
9.3,Penta_E,0,all
9.3,SE33,0,all
9.3,TH01,0.205598455598456,all
9.3,TPOX,0,all
9.3,vWA,0,all
10,CSF1PO,0.232142857142857,all
10,D10S1248,0.0028957528957529,all
10,D12S391,0,all
10,D13S317,0.0588803088803089,all
10,D16S539,0.108108108108108,all
10,D18S51,0.00482625482625483,all
10,D19S433,0.00434362934362934,all
10,D1S1656,0.00723938223938224,all
10,D21S11,0,all
10,D22S1045,0.0168918918918919,all
10,D2S1338,0,all
10,D2S441,0.203185328185328,all
10,D3S1358,0,all
10,D5S818,0.0777027027027027,all
10,D6S1043,0.0115830115830116,all
10,D7S820,0.29488416988417,all
10,D8S1179,0.0786679536679537,all
10,F13A01,0.00241312741312741,all
10,F13B,0.346525096525097,all
10,FESFPS,0.227799227799228,all
10,FGA,0,all
10,LPL,0.432432432432432,all
10,Penta_C,0.0675675675675676,all
10,Penta_D,0.127536231884058,all
10,Penta_E,0.0704633204633205,all
10,SE33,0,all
10,TH01,0.00675675675675676,all
10,TPOX,0.0599033816425121,all
10,vWA,0,all
10.1,CSF1PO,0,all
10.1,D10S1248,0,all
10.1,D12S391,0,all
10.1,D13S317,0,all
10.1,D16S539,0,all
10.1,D18S51,0,all
10.1,D19S433,0,all
10.1,D1S1656,0,all
10.1,D21S11,0,all
10.1,D22S1045,0,all
10.1,D2S1338,0,all
10.1,D2S441,0,all
10.1,D3S1358,0,all
10.1,D5S818,0,all
10.1,D6S1043,0,all
10.1,D7S820,0,all
10.1,D8S1179,0,all
10.1,F13A01,0,all
10.1,F13B,0,all
10.1,FESFPS,0,all
10.1,FGA,0,all
10.1,LPL,0,all
10.1,Penta_C,0.000482625482625483,all
10.1,Penta_D,0,all
10.1,Penta_E,0,all
10.1,SE33,0,all
10.1,TH01,0,all
10.1,TPOX,0,all
10.1,vWA,0,all
10.2,CSF1PO,0,all
10.2,D10S1248,0,all
10.2,D12S391,0,all
10.2,D13S317,0,all
10.2,D16S539,0,all
10.2,D18S51,0,all
10.2,D19S433,0,all
10.2,D1S1656,0,all
10.2,D21S11,0,all
10.2,D22S1045,0,all
10.2,D2S1338,0,all
10.2,D2S441,0,all
10.2,D3S1358,0,all
10.2,D5S818,0,all
10.2,D6S1043,0,all
10.2,D7S820,0,all
10.2,D8S1179,0,all
10.2,F13A01,0,all
10.2,F13B,0,all
10.2,FESFPS,0,all
10.2,FGA,0,all
10.2,LPL,0,all
10.2,Penta_C,0,all
10.2,Penta_D,0,all
10.2,Penta_E,0,all
10.2,SE33,0.000482625482625483,all
10.2,TH01,0,all
10.2,TPOX,0,all
10.2,vWA,0,all
10.3,CSF1PO,0,all
10.3,D10S1248,0,all
10.3,D12S391,0,all
10.3,D13S317,0,all
10.3,D16S539,0,all
10.3,D18S51,0,all
10.3,D19S433,0,all
10.3,D1S1656,0,all
10.3,D21S11,0,all
10.3,D22S1045,0,all
10.3,D2S1338,0,all
10.3,D2S441,0,all
10.3,D3S1358,0,all
10.3,D5S818,0,all
10.3,D6S1043,0,all
10.3,D7S820,0.000482625482625483,all
10.3,D8S1179,0,all
10.3,F13A01,0,all
10.3,F13B,0,all
10.3,FESFPS,0.01496138996139,all
10.3,FGA,0,all
10.3,LPL,0,all
10.3,Penta_C,0,all
10.3,Penta_D,0,all
10.3,Penta_E,0,all
10.3,SE33,0,all
10.3,TH01,0,all
10.3,TPOX,0,all
10.3,vWA,0,all
11,CSF1PO,0.273648648648649,all
11,D10S1248,0.013030888030888,all
11,D12S391,0,all
11,D13S317,0.290540540540541,all
11,D16S539,0.291505791505792,all
11,D18S51,0.00723938223938224,all
11,D19S433,0.0260617760617761,all
11,D1S1656,0.0511583011583012,all
11,D21S11,0,all
11,D22S1045,0.129826254826255,all
11,D2S1338,0,all
11,D2S441,0.340250965250965,all
11,D3S1358,0.000482625482625483,all
11,D5S818,0.315637065637066,all
11,D6S1043,0.208494208494208,all
11,D7S820,0.234555984555985,all
11,D8S1179,0.0670849420849421,all
11,F13A01,0.00241312741312741,all
11,F13B,0.00386100386100386,all
11,FESFPS,0.390926640926641,all
11,FGA,0,all
11,LPL,0.189671814671815,all
11,Penta_C,0.333976833976834,all
11,Penta_D,0.155555555555556,all
11,Penta_E,0.083976833976834,all
11,SE33,0.000482625482625483,all
11,TH01,0.000482625482625483,all
11,TPOX,0.244444444444444,all
11,vWA,0.00144787644787645,all
11.2,CSF1PO,0,all
11.2,D10S1248,0,all
11.2,D12S391,0,all
11.2,D13S317,0,all
11.2,D16S539,0,all
11.2,D18S51,0,all
11.2,D19S433,0,all
11.2,D1S1656,0,all
11.2,D21S11,0,all
11.2,D22S1045,0,all
11.2,D2S1338,0,all
11.2,D2S441,0,all
11.2,D3S1358,0,all
11.2,D5S818,0,all
11.2,D6S1043,0,all
11.2,D7S820,0,all
11.2,D8S1179,0,all
11.2,F13A01,0,all
11.2,F13B,0,all
11.2,FESFPS,0,all
11.2,FGA,0,all
11.2,LPL,0,all
11.2,Penta_C,0,all
11.2,Penta_D,0,all
11.2,Penta_E,0,all
11.2,SE33,0.000965250965250965,all
11.2,TH01,0,all
11.2,TPOX,0,all
11.2,vWA,0,all
11.3,CSF1PO,0,all
11.3,D10S1248,0,all
11.3,D12S391,0,all
11.3,D13S317,0,all
11.3,D16S539,0,all
11.3,D18S51,0,all
11.3,D19S433,0,all
11.3,D1S1656,0,all
11.3,D21S11,0,all
11.3,D22S1045,0,all
11.3,D2S1338,0,all
11.3,D2S441,0.0487451737451737,all
11.3,D3S1358,0,all
11.3,D5S818,0,all
11.3,D6S1043,0,all
11.3,D7S820,0,all
11.3,D8S1179,0,all
11.3,F13A01,0,all
11.3,F13B,0,all
11.3,FESFPS,0.000965250965250965,all
11.3,FGA,0,all
11.3,LPL,0,all
11.3,Penta_C,0,all
11.3,Penta_D,0,all
11.3,Penta_E,0,all
11.3,SE33,0,all
11.3,TH01,0,all
11.3,TPOX,0,all
11.3,vWA,0,all
12,CSF1PO,0.344594594594595,all
12,D10S1248,0.0719111969111969,all
12,D12S391,0,all
12,D13S317,0.305019305019305,all
12,D16S539,0.256756756756757,all
12,D18S51,0.0941119691119691,all
12,D19S433,0.0834942084942085,all
12,D1S1656,0.0863899613899614,all
12,D21S11,0,all
12,D22S1045,0.0255791505791506,all
12,D2S1338,0,all
12,D2S441,0.0994208494208494,all
12,D3S1358,0.00144787644787645,all
12,D5S818,0.353281853281853,all
12,D6S1043,0.214285714285714,all
12,D7S820,0.136100386100386,all
12,D8S1179,0.141891891891892,all
12,F13A01,0.0028957528957529,all
12,F13B,0,all
12,FESFPS,0.235521235521236,all
12,FGA,0,all
12,LPL,0.247104247104247,all
12,Penta_C,0.217181467181467,all
12,Penta_D,0.169565217391304,all
12,Penta_E,0.159266409266409,all
12,SE33,0.00434362934362934,all
12,TH01,0,all
12,TPOX,0.051207729468599,all
12,vWA,0.000965250965250965,all
12.2,CSF1PO,0,all
12.2,D10S1248,0,all
12.2,D12S391,0,all
12.2,D13S317,0,all
12.2,D16S539,0,all
12.2,D18S51,0,all
12.2,D19S433,0.0178571428571429,all
12.2,D1S1656,0,all
12.2,D21S11,0,all
12.2,D22S1045,0,all
12.2,D2S1338,0,all
12.2,D2S441,0,all
12.2,D3S1358,0,all
12.2,D5S818,0,all
12.2,D6S1043,0,all
12.2,D7S820,0,all
12.2,D8S1179,0,all
12.2,F13A01,0,all
12.2,F13B,0,all
12.2,FESFPS,0,all
12.2,FGA,0,all
12.2,LPL,0,all
12.2,Penta_C,0,all
12.2,Penta_D,0,all
12.2,Penta_E,0,all
12.2,SE33,0.00193050193050193,all
12.2,TH01,0,all
12.2,TPOX,0,all
12.2,vWA,0,all
12.3,CSF1PO,0,all
12.3,D10S1248,0,all
12.3,D12S391,0,all
12.3,D13S317,0,all
12.3,D16S539,0,all
12.3,D18S51,0,all
12.3,D19S433,0,all
12.3,D1S1656,0,all
12.3,D21S11,0,all
12.3,D22S1045,0,all
12.3,D2S1338,0,all
12.3,D2S441,0.00434362934362934,all
12.3,D3S1358,0,all
12.3,D5S818,0,all
12.3,D6S1043,0.000482625482625483,all
12.3,D7S820,0,all
12.3,D8S1179,0,all
12.3,F13A01,0,all
12.3,F13B,0,all
12.3,FESFPS,0,all
12.3,FGA,0,all
12.3,LPL,0,all
12.3,Penta_C,0,all
12.3,Penta_D,0,all
12.3,Penta_E,0,all
12.3,SE33,0,all
12.3,TH01,0,all
12.3,TPOX,0,all
12.3,vWA,0,all
13,CSF1PO,0.0656370656370656,all
13,D10S1248,0.276544401544402,all
13,D12S391,0,all
13,D13S317,0.116312741312741,all
13,D16S539,0.137065637065637,all
13,D18S51,0.10472972972973,all
13,D19S433,0.247104247104247,all
13,D1S1656,0.0950772200772201,all
13,D21S11,0,all
13,D22S1045,0.00530888030888031,all
13,D2S1338,0,all
13,D2S441,0.0323359073359073,all
13,D3S1358,0.0028957528957529,all
13,D5S818,0.163127413127413,all
13,D6S1043,0.0974903474903475,all
13,D7S820,0.0275096525096525,all
13,D8S1179,0.268339768339768,all
13,F13A01,0.013030888030888,all
13,F13B,0,all
13,FESFPS,0.0646718146718147,all
13,FGA,0,all
13,LPL,0.0492277992277992,all
13,Penta_C,0.103764478764479,all
13,Penta_D,0.138647342995169,all
13,Penta_E,0.0902509652509653,all
13,SE33,0.0115830115830116,all
13,TH01,0,all
13,TPOX,0.000966183574879227,all
13,vWA,0.00337837837837838,all
13.2,CSF1PO,0,all
13.2,D10S1248,0,all
13.2,D12S391,0,all
13.2,D13S317,0,all
13.2,D16S539,0,all
13.2,D18S51,0.00144787644787645,all
13.2,D19S433,0.0318532818532819,all
13.2,D1S1656,0,all
13.2,D21S11,0,all
13.2,D22S1045,0,all
13.2,D2S1338,0,all
13.2,D2S441,0,all
13.2,D3S1358,0,all
13.2,D5S818,0,all
13.2,D6S1043,0,all
13.2,D7S820,0,all
13.2,D8S1179,0,all
13.2,F13A01,0,all
13.2,F13B,0,all
13.2,FESFPS,0,all
13.2,FGA,0,all
13.2,LPL,0,all
13.2,Penta_C,0,all
13.2,Penta_D,0,all
13.2,Penta_E,0,all
13.2,SE33,0.00193050193050193,all
13.2,TH01,0,all
13.2,TPOX,0,all
13.2,vWA,0,all
13.3,CSF1PO,0,all
13.3,D10S1248,0,all
13.3,D12S391,0,all
13.3,D13S317,0,all
13.3,D16S539,0,all
13.3,D18S51,0,all
13.3,D19S433,0,all
13.3,D1S1656,0,all
13.3,D21S11,0,all
13.3,D22S1045,0,all
13.3,D2S1338,0,all
13.3,D2S441,0.000965250965250965,all
13.3,D3S1358,0,all
13.3,D5S818,0,all
13.3,D6S1043,0,all
13.3,D7S820,0,all
13.3,D8S1179,0,all
13.3,F13A01,0,all
13.3,F13B,0,all
13.3,FESFPS,0,all
13.3,FGA,0,all
13.3,LPL,0,all
13.3,Penta_C,0,all
13.3,Penta_D,0,all
13.3,Penta_E,0,all
13.3,SE33,0,all
13.3,TH01,0,all
13.3,TPOX,0,all
13.3,vWA,0,all
13.4,CSF1PO,0,all
13.4,D10S1248,0,all
13.4,D12S391,0,all
13.4,D13S317,0,all
13.4,D16S539,0,all
13.4,D18S51,0,all
13.4,D19S433,0,all
13.4,D1S1656,0,all
13.4,D21S11,0,all
13.4,D22S1045,0,all
13.4,D2S1338,0,all
13.4,D2S441,0,all
13.4,D3S1358,0,all
13.4,D5S818,0,all
13.4,D6S1043,0,all
13.4,D7S820,0,all
13.4,D8S1179,0,all
13.4,F13A01,0,all
13.4,F13B,0,all
13.4,FESFPS,0,all
13.4,FGA,0,all
13.4,LPL,0,all
13.4,Penta_C,0,all
13.4,Penta_D,0.000483091787439614,all
13.4,Penta_E,0,all
13.4,SE33,0,all
13.4,TH01,0,all
13.4,TPOX,0,all
13.4,vWA,0,all
14,CSF1PO,0.00916988416988417,all
14,D10S1248,0.295849420849421,all
14,D12S391,0.000482625482625483,all
14,D13S317,0.041988416988417,all
14,D16S539,0.0217181467181467,all
14,D18S51,0.129343629343629,all
14,D19S433,0.304054054054054,all
14,D1S1656,0.144787644787645,all
14,D21S11,0,all
14,D22S1045,0.0526061776061776,all
14,D2S1338,0,all
14,D2S441,0.226833976833977,all
14,D3S1358,0.0873552123552124,all
14,D5S818,0.0111003861003861,all
14,D6S1043,0.083011583011583,all
14,D7S820,0.00193050193050193,all
14,D8S1179,0.233590733590734,all
14,F13A01,0.00965250965250965,all
14,F13B,0,all
14,FESFPS,0.00482625482625483,all
14,FGA,0,all
14,LPL,0.00579150579150579,all
14,Penta_C,0.0222007722007722,all
14,Penta_D,0.0463768115942029,all
14,Penta_E,0.0656370656370656,all
14,SE33,0.0318532818532819,all
14,TH01,0,all
14,TPOX,0,all
14,vWA,0.0955598455598456,all
14.2,CSF1PO,0,all
14.2,D10S1248,0,all
14.2,D12S391,0,all
14.2,D13S317,0,all
14.2,D16S539,0,all
14.2,D18S51,0.000965250965250965,all
14.2,D19S433,0.0511583011583012,all
14.2,D1S1656,0,all
14.2,D21S11,0,all
14.2,D22S1045,0,all
14.2,D2S1338,0,all
14.2,D2S441,0,all
14.2,D3S1358,0,all
14.2,D5S818,0,all
14.2,D6S1043,0,all
14.2,D7S820,0,all
14.2,D8S1179,0,all
14.2,F13A01,0,all
14.2,F13B,0,all
14.2,FESFPS,0,all
14.2,FGA,0,all
14.2,LPL,0,all
14.2,Penta_C,0,all
14.2,Penta_D,0,all
14.2,Penta_E,0,all
14.2,SE33,0.00337837837837838,all
14.2,TH01,0,all
14.2,TPOX,0,all
14.2,vWA,0,all
14.3,CSF1PO,0,all
14.3,D10S1248,0,all
14.3,D12S391,0,all
14.3,D13S317,0,all
14.3,D16S539,0,all
14.3,D18S51,0,all
14.3,D19S433,0,all
14.3,D1S1656,0.00434362934362934,all
14.3,D21S11,0,all
14.3,D22S1045,0,all
14.3,D2S1338,0,all
14.3,D2S441,0.000482625482625483,all
14.3,D3S1358,0,all
14.3,D5S818,0,all
14.3,D6S1043,0,all
14.3,D7S820,0,all
14.3,D8S1179,0,all
14.3,F13A01,0,all
14.3,F13B,0,all
14.3,FESFPS,0,all
14.3,FGA,0,all
14.3,LPL,0,all
14.3,Penta_C,0,all
14.3,Penta_D,0,all
14.3,Penta_E,0,all
14.3,SE33,0,all
14.3,TH01,0,all
14.3,TPOX,0,all
14.3,vWA,0,all
15,CSF1PO,0.000965250965250965,all
15,D10S1248,0.201254826254826,all
15,D12S391,0.0506756756756757,all
15,D13S317,0.00144787644787645,all
15,D16S539,0.000482625482625483,all
15,D18S51,0.166988416988417,all
15,D19S433,0.117760617760618,all
15,D1S1656,0.161679536679537,all
15,D21S11,0,all
15,D22S1045,0.320945945945946,all
15,D2S1338,0.000965250965250965,all
15,D2S441,0.0390926640926641,all
15,D3S1358,0.30453667953668,all
15,D5S818,0.00193050193050193,all
15,D6S1043,0.0323359073359073,all
15,D7S820,0,all
15,D8S1179,0.140444015444015,all
15,F13A01,0.0144787644787645,all
15,F13B,0,all
15,FESFPS,0,all
15,FGA,0,all
15,LPL,0.000482625482625483,all
15,Penta_C,0.00241312741312741,all
15,Penta_D,0.00821256038647343,all
15,Penta_E,0.0656370656370656,all
15,SE33,0.0376447876447876,all
15,TH01,0,all
15,TPOX,0,all
15,vWA,0.13465250965251,all
15.2,CSF1PO,0,all
15.2,D10S1248,0,all
15.2,D12S391,0,all
15.2,D13S317,0,all
15.2,D16S539,0,all
15.2,D18S51,0.000482625482625483,all
15.2,D19S433,0.0569498069498069,all
15.2,D1S1656,0,all
15.2,D21S11,0,all
15.2,D22S1045,0,all
15.2,D2S1338,0,all
15.2,D2S441,0,all
15.2,D3S1358,0.000482625482625483,all
15.2,D5S818,0,all
15.2,D6S1043,0,all
15.2,D7S820,0,all
15.2,D8S1179,0,all
15.2,F13A01,0,all
15.2,F13B,0,all
15.2,FESFPS,0,all
15.2,FGA,0,all
15.2,LPL,0,all
15.2,Penta_C,0,all
15.2,Penta_D,0,all
15.2,Penta_E,0,all
15.2,SE33,0.00241312741312741,all
15.2,TH01,0,all
15.2,TPOX,0,all
15.2,vWA,0,all
15.3,CSF1PO,0,all
15.3,D10S1248,0,all
15.3,D12S391,0,all
15.3,D13S317,0,all
15.3,D16S539,0,all
15.3,D18S51,0,all
15.3,D19S433,0,all
15.3,D1S1656,0.0415057915057915,all
15.3,D21S11,0,all
15.3,D22S1045,0,all
15.3,D2S1338,0,all
15.3,D2S441,0,all
15.3,D3S1358,0,all
15.3,D5S818,0,all
15.3,D6S1043,0,all
15.3,D7S820,0,all
15.3,D8S1179,0,all
15.3,F13A01,0,all
15.3,F13B,0,all
15.3,FESFPS,0,all
15.3,FGA,0,all
15.3,LPL,0,all
15.3,Penta_C,0,all
15.3,Penta_D,0,all
15.3,Penta_E,0,all
15.3,SE33,0,all
15.3,TH01,0,all
15.3,TPOX,0,all
15.3,vWA,0,all
15.4,CSF1PO,0,all
15.4,D10S1248,0,all
15.4,D12S391,0,all
15.4,D13S317,0,all
15.4,D16S539,0,all
15.4,D18S51,0,all
15.4,D19S433,0,all
15.4,D1S1656,0,all
15.4,D21S11,0,all
15.4,D22S1045,0,all
15.4,D2S1338,0,all
15.4,D2S441,0,all
15.4,D3S1358,0,all
15.4,D5S818,0,all
15.4,D6S1043,0,all
15.4,D7S820,0,all
15.4,D8S1179,0,all
15.4,F13A01,0,all
15.4,F13B,0,all
15.4,FESFPS,0,all
15.4,FGA,0,all
15.4,LPL,0,all
15.4,Penta_C,0,all
15.4,Penta_D,0,all
15.4,Penta_E,0.000965250965250965,all
15.4,SE33,0,all
15.4,TH01,0,all
15.4,TPOX,0,all
