Allele,Marker,Frequency,Population,Sample_Size
8,...16,4.8262548262548264e-4,"1036 revised all,",=1036
8,...17,0.16554054054054054,"1036 revised all,",=1036
8,...18,0.010617760617760617,"1036 revised all,",=1036
8,...19,0.02171814671814672,"1036 revised all,",=1036
8,...20,0.16843629343629343,"1036 revised all,",=1036
8,...21,0.045366795366795366,"1036 revised all,",=1036
8,...23,0.0014478764478764478,"1036 revised all,",=1036
8,...24,0.032818532818532815,"1036 revised all,",=1036
8,...25,0.04782608695652174,"1036 revised all,",=1036
8,...26,0.06611969111969113,"1036 revised all,",=1036
8,...28,0.12548262548262548,"1036 revised all,",=1036
8,...29,0.46618357487922707,"1036 revised all,",=1036
8.1,...17,4.8262548262548264e-4,"1036 revised all,",=1036
9,...2,0.02944015444015444,"1036 revised all,",=1036
9,...3,9.652509652509653e-4,"1036 revised all,",=1036
9,...5,0.08928571428571429,"1036 revised all,",=1036
9,...6,0.16264478764478765,"1036 revised all,",=1036
9,...7,9.652509652509653e-4,"1036 revised all,",=1036
9,...8,4.8262548262548264e-4,"1036 revised all,",=1036
9,...13,0.0014478764478764478,"1036 revised all,",=1036
9,...15,0.04633204633204633,"1036 revised all,",=1036
9,...16,4.8262548262548264e-4,"1036 revised all,",=1036
9,...17,0.12162162162162163,"1036 revised all,",=1036
9,...18,0.004826254826254826,"1036 revised all,",=1036
9,...19,0.003861003861003861,"1036 revised all,",=1036
9,...20,0.23214285714285715,"1036 revised all,",=1036
9,...21,0.012548262548262547,"1036 revised all,",=1036
9,...23,0.06660231660231661,"1036 revised all,",=1036
9,...24,0.19305019305019305,"1036 revised all,",=1036
9,...25,0.21739130434782608,"1036 revised all,",=1036
9,...26,0.02750965250965251,"1036 revised all,",=1036
9,...28,0.16891891891891891,"1036 revised all,",=1036
9,...29,0.13768115942028986,"1036 revised all,",=1036
9.1,...13,9.652509652509653e-4,"1036 revised all,",=1036
9.3000000000000007,...28,0.2055984555984556,"1036 revised all,",=1036
10,...2,0.23214285714285715,"1036 revised all,",=1036
10,...3,0.0028957528957528956,"1036 revised all,",=1036
10,...5,0.05888030888030888,"1036 revised all,",=1036
10,...6,0.10810810810810811,"1036 revised all,",=1036
10,...7,0.004826254826254826,"1036 revised all,",=1036
10,...8,0.004343629343629344,"1036 revised all,",=1036
10,...9,0.00723938223938224,"1036 revised all,",=1036
10,...11,0.016891891891891893,"1036 revised all,",=1036
10,...13,0.2031853281853282,"1036 revised all,",=1036
10,...15,0.0777027027027027,"1036 revised all,",=1036
10,...16,0.011583011583011582,"1036 revised all,",=1036
10,...17,0.2948841698841699,"1036 revised all,",=1036
10,...18,0.07866795366795366,"1036 revised all,",=1036
10,...19,0.002413127413127413,"1036 revised all,",=1036
10,...20,0.3465250965250965,"1036 revised all,",=1036
10,...21,0.2277992277992278,"1036 revised all,",=1036
10,...23,0.43243243243243246,"1036 revised all,",=1036
10,...24,0.06756756756756757,"1036 revised all,",=1036
10,...25,0.12753623188405797,"1036 revised all,",=1036
10,...26,0.07046332046332046,"1036 revised all,",=1036
10,...28,0.006756756756756757,"1036 revised all,",=1036
10,...29,0.05990338164251208,"1036 revised all,",=1036
10.1,...24,4.8262548262548264e-4,"1036 revised all,",=1036
10.199999999999999,...27,4.8262548262548264e-4,"1036 revised all,",=1036
10.3,...17,4.8262548262548264e-4,"1036 revised all,",=1036
10.3,...21,0.014961389961389961,"1036 revised all,",=1036
11,...2,0.27364864864864863,"1036 revised all,",=1036
11,...3,0.013030888030888031,"1036 revised all,",=1036
11,...5,0.2905405405405405,"1036 revised all,",=1036
11,...6,0.2915057915057915,"1036 revised all,",=1036
11,...7,0.00723938223938224,"1036 revised all,",=1036
11,...8,0.026061776061776062,"1036 revised all,",=1036
11,...9,0.05115830115830116,"1036 revised all,",=1036
11,...11,0.12982625482625482,"1036 revised all,",=1036
11,...13,0.34025096525096526,"1036 revised all,",=1036
11,...14,4.8262548262548264e-4,"1036 revised all,",=1036
11,...15,0.3156370656370656,"1036 revised all,",=1036
11,...16,0.2084942084942085,"1036 revised all,",=1036
11,...17,0.23455598455598456,"1036 revised all,",=1036
11,...18,0.06708494208494209,"1036 revised all,",=1036
11,...19,0.002413127413127413,"1036 revised all,",=1036
11,...20,0.003861003861003861,"1036 revised all,",=1036
11,...21,0.3909266409266409,"1036 revised all,",=1036
11,...23,0.18967181467181468,"1036 revised all,",=1036
11,...24,0.333976833976834,"1036 revised all,",=1036
11,...25,0.15555555555555556,"1036 revised all,",=1036
11,...26,0.08397683397683398,"1036 revised all,",=1036
11,...27,4.8262548262548264e-4,"1036 revised all,",=1036
11,...28,4.8262548262548264e-4,"1036 revised all,",=1036
11,...29,0.24444444444444444,"1036 revised all,",=1036
11,...30,0.0014478764478764478,"1036 revised all,",=1036
11.2,...27,9.652509652509653e-4,"1036 revised all,",=1036
11.3,...13,0.048745173745173745,"1036 revised all,",=1036
11.3,...21,9.652509652509653e-4,"1036 revised all,",=1036
12,...2,0.34459459459459457,"1036 revised all,",=1036
12,...3,0.0719111969111969,"1036 revised all,",=1036
12,...5,0.305019305019305,"1036 revised all,",=1036
12,...6,0.25675675675675674,"1036 revised all,",=1036
12,...7,0.09411196911196912,"1036 revised all,",=1036
12,...8,0.0834942084942085,"1036 revised all,",=1036
12,...9,0.08638996138996138,"1036 revised all,",=1036
12,...11,0.02557915057915058,"1036 revised all,",=1036
12,...13,0.09942084942084942,"1036 revised all,",=1036
12,...14,0.0014478764478764478,"1036 revised all,",=1036
12,...15,0.3532818532818533,"1036 revised all,",=1036
12,...16,0.21428571428571427,"1036 revised all,",=1036
12,...17,0.1361003861003861,"1036 revised all,",=1036
12,...18,0.14189189189189189,"1036 revised all,",=1036
12,...19,0.0028957528957528956,"1036 revised all,",=1036
12,...21,0.23552123552123552,"1036 revised all,",=1036
12,...23,0.2471042471042471,"1036 revised all,",=1036
12,...24,0.2171814671814672,"1036 revised all,",=1036
12,...25,0.16956521739130434,"1036 revised all,",=1036
12,...26,0.15926640926640925,"1036 revised all,",=1036
12,...27,0.004343629343629344,"1036 revised all,",=1036
12,...29,0.051207729468599035,"1036 revised all,",=1036
12,...30,9.652509652509653e-4,"1036 revised all,",=1036
12.2,...8,0.017857142857142856,"1036 revised all,",=1036
12.2,...27,0.0019305019305019305,"1036 revised all,",=1036
12.3,...13,0.004343629343629344,"1036 revised all,",=1036
12.3,...16,4.8262548262548264e-4,"1036 revised all,",=1036
13,...2,0.06563706563706563,"1036 revised all,",=1036
13,...3,0.2765444015444015,"1036 revised all,",=1036
13,...5,0.11631274131274132,"1036 revised all,",=1036
13,...6,0.13706563706563707,"1036 revised all,",=1036
13,...7,0.10472972972972973,"1036 revised all,",=1036
13,...8,0.2471042471042471,"1036 revised all,",=1036
13,...9,0.09507722007722008,"1036 revised all,",=1036
13,...11,0.005308880308880309,"1036 revised all,",=1036
13,...13,0.032335907335907334,"1036 revised all,",=1036
13,...14,0.0028957528957528956,"1036 revised all,",=1036
13,...15,0.16312741312741313,"1036 revised all,",=1036
13,...16,0.09749034749034749,"1036 revised all,",=1036
13,...17,0.02750965250965251,"1036 revised all,",=1036
13,...18,0.26833976833976836,"1036 revised all,",=1036
13,...19,0.013030888030888031,"1036 revised all,",=1036
13,...21,0.06467181467181467,"1036 revised all,",=1036
13,...23,0.04922779922779923,"1036 revised all,",=1036
13,...24,0.10376447876447877,"1036 revised all,",=1036
13,...25,0.1386473429951691,"1036 revised all,",=1036
13,...26,0.09025096525096525,"1036 revised all,",=1036
13,...27,0.011583011583011582,"1036 revised all,",=1036
13,...29,9.66183574879227e-4,"1036 revised all,",=1036
13,...30,0.0033783783783783786,"1036 revised all,",=1036
13.2,...7,0.0014478764478764478,"1036 revised all,",=1036
13.2,...8,0.03185328185328185,"1036 revised all,",=1036
13.2,...27,0.0019305019305019305,"1036 revised all,",=1036
13.3,...13,9.652509652509653e-4,"1036 revised all,",=1036
13.4,...25,4.830917874396135e-4,"1036 revised all,",=1036
14,...2,0.00916988416988417,"1036 revised all,",=1036
14,...3,0.29584942084942084,"1036 revised all,",=1036
14,...4,4.8262548262548264e-4,"1036 revised all,",=1036
14,...5,0.04198841698841699,"1036 revised all,",=1036
14,...6,0.02171814671814672,"1036 revised all,",=1036
14,...7,0.12934362934362933,"1036 revised all,",=1036
14,...8,0.30405405405405406,"1036 revised all,",=1036
14,...9,0.14478764478764478,"1036 revised all,",=1036
14,...11,0.052606177606177605,"1036 revised all,",=1036
14,...13,0.22683397683397682,"1036 revised all,",=1036
14,...14,0.08735521235521236,"1036 revised all,",=1036
14,...15,0.0111003861003861,"1036 revised all,",=1036
14,...16,0.08301158301158301,"1036 revised all,",=1036
14,...17,0.0019305019305019305,"1036 revised all,",=1036
14,...18,0.2335907335907336,"1036 revised all,",=1036
14,...19,0.009652509652509652,"1036 revised all,",=1036
14,...21,0.004826254826254826,"1036 revised all,",=1036
14,...23,0.005791505791505791,"1036 revised all,",=1036
14,...24,0.0222007722007722,"1036 revised all,",=1036
14,...25,0.0463768115942029,"1036 revised all,",=1036
14,...26,0.06563706563706563,"1036 revised all,",=1036
14,...27,0.03185328185328185,"1036 revised all,",=1036
14,...30,0.09555984555984556,"1036 revised all,",=1036
14.2,...7,9.652509652509653e-4,"1036 revised all,",=1036
14.2,...8,0.05115830115830116,"1036 revised all,",=1036
14.2,...27,0.0033783783783783786,"1036 revised all,",=1036
14.3,...9,0.004343629343629344,"1036 revised all,",=1036
14.3,...13,4.8262548262548264e-4,"1036 revised all,",=1036
15,...2,9.652509652509653e-4,"1036 revised all,",=1036
15,...3,0.20125482625482624,"1036 revised all,",=1036
15,...4,0.05067567567567568,"1036 revised all,",=1036
15,...5,0.0014478764478764478,"1036 revised all,",=1036
15,...6,4.8262548262548264e-4,"1036 revised all,",=1036
15,...7,0.166988416988417,"1036 revised all,",=1036
15,...8,0.11776061776061776,"1036 revised all,",=1036
15,...9,0.1616795366795367,"1036 revised all,",=1036
15,...11,0.32094594594594594,"1036 revised all,",=1036
15,...12,9.652509652509653e-4,"1036 revised all,",=1036
15,...13,0.03909266409266409,"1036 revised all,",=1036
15,...14,0.3045366795366795,"1036 revised all,",=1036
15,...15,0.0019305019305019305,"1036 revised all,",=1036
15,...16,0.032335907335907334,"1036 revised all,",=1036
15,...18,0.14044401544401544,"1036 revised all,",=1036
15,...19,0.01447876447876448,"1036 revised all,",=1036
15,...23,4.8262548262548264e-4,"1036 revised all,",=1036
15,...24,0.002413127413127413,"1036 revised all,",=1036
15,...25,0.00821256038647343,"1036 revised all,",=1036
15,...26,0.06563706563706563,"1036 revised all,",=1036
15,...27,0.037644787644787646,"1036 revised all,",=1036
15,...30,0.13465250965250966,"1036 revised all,",=1036
15.2,...7,4.8262548262548264e-4,"1036 revised all,",=1036
15.2,...8,0.05694980694980695,"1036 revised all,",=1036
15.2,...14,4.8262548262548264e-4,"1036 revised all,",=1036
15.2,...27,0.002413127413127413,"1036 revised all,",=1036
15.3,...9,0.041505791505791506,"1036 revised all,",=1036
15.4,...26,9.652509652509653e-4,"1036 revised all,",=1036
16,...3,0.10714285714285714,"1036 revised all,",=1036
16,...4,0.04054054054054054,"1036 revised all,",=1036
16,...7,0.14816602316602318,"1036 revised all,",=1036
16,...8,0.027992277992277992,"1036 revised all,",=1036
16,...9,0.14237451737451737,"1036 revised all,",=1036
16,...11,0.2972972972972973,"1036 revised all,",=1036
16,...12,0.04005791505791506,"1036 revised all,",=1036
16,...13,9.652509652509653e-4,"1036 revised all,",=1036
16,...14,0.2828185328185328,"1036 revised all,",=1036
16,...16,0.007722007722007722,"1036 revised all,",=1036
16,...18,0.048745173745173745,"1036 revised all,",=1036
16,...19,0.0033783783783783786,"1036 revised all,",=1036
16,...24,9.652509652509653e-4,"1036 revised all,",=1036
16,...25,0.001932367149758454,"1036 revised all,",=1036
16,...26,0.05067567567567568,"1036 revised all,",=1036
16,...27,0.048745173745173745,"1036 revised all,",=1036
16,...30,0.23021235521235522,"1036 revised all,",=1036
16.2,...7,4.8262548262548264e-4,"1036 revised all,",=1036
16.2,...8,0.023166023166023165,"1036 revised all,",=1036
16.2,...22,4.8262548262548264e-4,"1036 revised all,",=1036
16.2,...27,0.0019305019305019305,"1036 revised all,",=1036
16.3,...9,0.06805019305019305,"1036 revised all,",=1036
16.3,...27,9.652509652509653e-4,"1036 revised all,",=1036
17,...3,0.026544401544401543,"1036 revised all,",=1036
17,...4,0.12451737451737452,"1036 revised all,",=1036
17,...7,0.13320463320463322,"1036 revised all,",=1036
17,...8,0.002413127413127413,"1036 revised all,",=1036
17,...9,0.04198841698841699,"1036 revised all,",=1036
17,...11,0.1365830115830116,"1036 revised all,",=1036
17,...12,0.14189189189189189,"1036 revised all,",=1036
17,...13,4.8262548262548264e-4,"1036 revised all,",=1036
17,...14,0.20415057915057916,"1036 revised all,",=1036
17,...16,0.05791505791505792,"1036 revised all,",=1036
17,...18,0.003861003861003861,"1036 revised all,",=1036
17,...19,4.8262548262548264e-4,"1036 revised all,",=1036
17,...22,0.0014478764478764478,"1036 revised all,",=1036
17,...25,0.0014492753623188406,"1036 revised all,",=1036
17,...26,0.05164092664092664,"1036 revised all,",=1036
17,...27,0.07335907335907337,"1036 revised all,",=1036
17,...30,0.26206563706563707,"1036 revised all,",=1036
17.100000000000001,...4,0.0014478764478764478,"1036 revised all,",=1036
17.2,...8,0.003861003861003861,"1036 revised all,",=1036
17.2,...22,4.8262548262548264e-4,"1036 revised all,",=1036
17.2,...27,4.8262548262548264e-4,"1036 revised all,",=1036
17.3,...4,0.012548262548262547,"1036 revised all,",=1036
17.3,...9,0.10472972972972973,"1036 revised all,",=1036
17.3,...27,0.0019305019305019305,"1036 revised all,",=1036
18,...3,0.0014478764478764478,"1036 revised all,",=1036
18,...4,0.2084942084942085,"1036 revised all,",=1036
18,...7,0.08783783783783784,"1036 revised all,",=1036
18,...9,0.005791505791505791,"1036 revised all,",=1036
18,...11,0.010135135135135136,"1036 revised all,",=1036
18,...12,0.07046332046332046,"1036 revised all,",=1036
18,...14,0.10569498069498069,"1036 revised all,",=1036
18,...16,0.10617760617760617,"1036 revised all,",=1036
18,...18,0.0019305019305019305,"1036 revised all,",=1036
18,...22,0.01447876447876448,"1036 revised all,",=1036
18,...26,0.03185328185328185,"1036 revised all,",=1036
18,...27,0.09555984555984556,"1036 revised all,",=1036
18,...30,0.18001930501930502,"1036 revised all,",=1036
18.100000000000001,...4,4.8262548262548264e-4,"1036 revised all,",=1036
18.100000000000001,...16,4.8262548262548264e-4,"1036 revised all,",=1036
18.2,...8,0.0014478764478764478,"1036 revised all,",=1036
18.2,...22,0.005791505791505791,"1036 revised all,",=1036
18.3,...4,0.013030888030888031,"1036 revised all,",=1036
18.3,...9,0.03571428571428571,"1036 revised all,",=1036
18.3,...16,4.8262548262548264e-4,"1036 revised all,",=1036
18.3,...27,4.8262548262548264e-4,"1036 revised all,",=1036
19,...3,0.0014478764478764478,"1036 revised all,",=1036
19,...4,0.15154440154440155,"1036 revised all,",=1036
19,...7,0.061293436293436296,"1036 revised all,",=1036
19,...11,0.002413127413127413,"1036 revised all,",=1036
19,...12,0.14864864864864866,"1036 revised all,",=1036
19,...14,0.00916988416988417,"1036 revised all,",=1036
19,...16,0.09797297297297297,"1036 revised all,",=1036
19,...22,0.05791505791505792,"1036 revised all,",=1036
19,...26,0.016409266409266408,"1036 revised all,",=1036
19,...27,0.09314671814671814,"1036 revised all,",=1036
19,...30,0.07866795366795366,"1036 revised all,",=1036
19.100000000000001,...4,0.0033783783783783786,"1036 revised all,",=1036
19.2,...22,9.652509652509653e-4,"1036 revised all,",=1036
19.2,...27,0.0028957528957528956,"1036 revised all,",=1036
19.3,...4,0.004826254826254826,"1036 revised all,",=1036
19.3,...9,0.00916988416988417,"1036 revised all,",=1036
19.3,...16,9.652509652509653e-4,"1036 revised all,",=1036
19.399999999999999,...26,9.652509652509653e-4,"1036 revised all,",=1036
20,...4,0.12644787644787644,"1036 revised all,",=1036
20,...7,0.03571428571428571,"1036 revised all,",=1036
20,...12,0.13272200772200773,"1036 revised all,",=1036
20,...14,9.652509652509653e-4,"1036 revised all,",=1036
20,...16,0.04584942084942085,"1036 revised all,",=1036
20,...22,0.08832046332046332,"1036 revised all,",=1036
20,...26,0.011583011583011582,"1036 revised all,",=1036
20,...27,0.07239382239382239,"1036 revised all,",=1036
20,...30,0.011583011583011582,"1036 revised all,",=1036
20.100000000000001,...4,9.652509652509653e-4,"1036 revised all,",=1036
20.2,...27,0.006756756756756757,"1036 revised all,",=1036
20.3,...4,4.8262548262548264e-4,"1036 revised all,",=1036
20.3,...16,0.002413127413127413,"1036 revised all,",=1036
21,...4,0.10086872586872588,"1036 revised all,",=1036
21,...7,0.009652509652509652,"1036 revised all,",=1036
21,...12,0.06660231660231661,"1036 revised all,",=1036
21,...16,0.0111003861003861,"1036 revised all,",=1036
21,...22,0.1472007722007722,"1036 revised all,",=1036
21,...26,0.004343629343629344,"1036 revised all,",=1036
21,...27,0.033301158301158304,"1036 revised all,",=1036
21,...30,0.0014478764478764478,"1036 revised all,",=1036
21.2,...7,4.8262548262548264e-4,"1036 revised all,",=1036
21.2,...22,0.0019305019305019305,"1036 revised all,",=1036
21.2,...27,0.017857142857142856,"1036 revised all,",=1036
21.3,...16,0.010135135135135136,"1036 revised all,",=1036
22,...4,0.06611969111969113,"1036 revised all,",=1036
22,...7,0.008687258687258687,"1036 revised all,",=1036
22,...12,0.07528957528957529,"1036 revised all,",=1036
22,...16,4.8262548262548264e-4,"1036 revised all,",=1036
22,...22,0.1973938223938224,"1036 revised all,",=1036
22,...26,0.003861003861003861,"1036 revised all,",=1036
22,...27,0.01447876447876448,"1036 revised all,",=1036
22.2,...4,4.8262548262548264e-4,"1036 revised all,",=1036
22.2,...22,0.006756756756756757,"1036 revised all,",=1036
22.2,...27,0.023166023166023165,"1036 revised all,",=1036
22.3,...16,0.0028957528957528956,"1036 revised all,",=1036
22.3,...22,4.8262548262548264e-4,"1036 revised all,",=1036
23,...4,0.04922779922779923,"1036 revised all,",=1036
23,...7,0.0019305019305019305,"1036 revised all,",=1036
23,...12,0.11824324324324324,"1036 revised all,",=1036
23,...16,0.0033783783783783786,"1036 revised all,",=1036
23,...22,0.15588803088803088,"1036 revised all,",=1036
23,...26,0.0033783783783783786,"1036 revised all,",=1036
23,...27,0.004343629343629344,"1036 revised all,",=1036
23.2,...22,0.002413127413127413,"1036 revised all,",=1036
23.2,...27,0.027992277992277992,"1036 revised all,",=1036
23.3,...16,4.8262548262548264e-4,"1036 revised all,",=1036
24,...4,0.02557915057915058,"1036 revised all,",=1036
24,...7,9.652509652509653e-4,"1036 revised all,",=1036
24,...12,0.09700772200772201,"1036 revised all,",=1036
24,...16,0.0019305019305019305,"1036 revised all,",=1036
24,...22,0.13706563706563707,"1036 revised all,",=1036
24,...26,4.8262548262548264e-4,"1036 revised all,",=1036
24,...27,4.8262548262548264e-4,"1036 revised all,",=1036
24.2,...10,4.8262548262548264e-4,"1036 revised all,",=1036
24.2,...22,9.652509652509653e-4,"1036 revised all,",=1036
24.2,...27,0.023166023166023165,"1036 revised all,",=1036
24.3,...4,4.8262548262548264e-4,"1036 revised all,",=1036
25,...4,0.011583011583011582,"1036 revised all,",=1036
25,...12,0.0834942084942085,"1036 revised all,",=1036
25,...16,4.8262548262548264e-4,"1036 revised all,",=1036
25,...22,0.10038610038610038,"1036 revised all,",=1036
25,...26,0.0019305019305019305,"1036 revised all,",=1036
25.2,...10,4.8262548262548264e-4,"1036 revised all,",=1036
25.2,...22,4.8262548262548264e-4,"1036 revised all,",=1036
25.2,...27,0.03523166023166023,"1036 revised all,",=1036
26,...4,0.0033783783783783786,"1036 revised all,",=1036
26,...10,4.8262548262548264e-4,"1036 revised all,",=1036
26,...12,0.022683397683397683,"1036 revised all,",=1036
26,...16,4.8262548262548264e-4,"1036 revised all,",=1036
26,...22,0.04922779922779923,"1036 revised all,",=1036
26,...27,4.8262548262548264e-4,"1036 revised all,",=1036
26.2,...10,4.8262548262548264e-4,"1036 revised all,",=1036
26.2,...27,0.05888030888030888,"1036 revised all,",=1036
27,...4,0.002413127413127413,"1036 revised all,",=1036
27,...10,0.03861003861003861,"1036 revised all,",=1036
27,...12,0.0019305019305019305,"1036 revised all,",=1036
27,...22,0.019787644787644786,"1036 revised all,",=1036
27,...27,4.8262548262548264e-4,"1036 revised all,",=1036
27.2,...27,0.07384169884169885,"1036 revised all,",=1036
27.3,...27,4.8262548262548264e-4,"1036 revised all,",=1036
28,...7,4.8262548262548264e-4,"1036 revised all,",=1036
28,...10,0.16457528957528958,"1036 revised all,",=1036
28,...22,0.005308880308880309,"1036 revised all,",=1036
28.2,...10,4.8262548262548264e-4,"1036 revised all,",=1036
28.2,...27,0.06418918918918919,"1036 revised all,",=1036
28.3,...27,9.652509652509653e-4,"1036 revised all,",=1036
29,...10,0.20415057915057916,"1036 revised all,",=1036
29,...22,0.002413127413127413,"1036 revised all,",=1036
29.2,...10,0.0014478764478764478,"1036 revised all,",=1036
29.2,...27,0.04681467181467181,"1036 revised all,",=1036
29.3,...10,4.8262548262548264e-4,"1036 revised all,",=1036
30,...10,0.2475868725868726,"1036 revised all,",=1036
30,...22,9.652509652509653e-4,"1036 revised all,",=1036
30,...27,4.8262548262548264e-4,"1036 revised all,",=1036
30.2,...10,0.02171814671814672,"1036 revised all,",=1036
30.2,...22,4.8262548262548264e-4,"1036 revised all,",=1036
30.2,...27,0.037644787644787646,"1036 revised all,",=1036
30.3,...10,9.652509652509653e-4,"1036 revised all,",=1036
31,...10,0.08011583011583012,"1036 revised all,",=1036
31,...27,0.0014478764478764478,"1036 revised all,",=1036
31.2,...10,0.07722007722007722,"1036 revised all,",=1036
31.2,...22,4.8262548262548264e-4,"1036 revised all,",=1036
31.2,...27,0.018822393822393823,"1036 revised all,",=1036
32,...10,0.013996138996138996,"1036 revised all,",=1036
32,...27,4.8262548262548264e-4,"1036 revised all,",=1036
32.200000000000003,...10,0.09121621621621621,"1036 revised all,",=1036
32.200000000000003,...27,0.00916988416988417,"1036 revised all,",=1036
33,...10,0.004343629343629344,"1036 revised all,",=1036
33,...27,9.652509652509653e-4,"1036 revised all,",=1036
33.1,...10,0.0014478764478764478,"1036 revised all,",=1036
33.200000000000003,...10,0.032818532818532815,"1036 revised all,",=1036
33.200000000000003,...27,0.0033783783783783786,"1036 revised all,",=1036
34,...10,0.002413127413127413,"1036 revised all,",=1036
34,...27,0.003861003861003861,"1036 revised all,",=1036
34.200000000000003,...10,0.0014478764478764478,"1036 revised all,",=1036
34.200000000000003,...27,4.8262548262548264e-4,"1036 revised all,",=1036
35,...10,0.007722007722007722,"1036 revised all,",=1036
36,...10,0.0033783783783783786,"1036 revised all,",=1036
36,...27,4.8262548262548264e-4,"1036 revised all,",=1036
37,...10,9.652509652509653e-4,"1036 revised all,",=1036
38,...10,4.8262548262548264e-4,"1036 revised all,",=1036
39,...10,4.8262548262548264e-4,"1036 revised all,",=1036
43.2,...22,4.8262548262548264e-4,"1036 revised all,",=1036
Hobs,...2,0.7557915057915058,"1036 revised all,",=1036
Hobs,...3,0.7818532818532818,"1036 revised all,",=1036
Hobs,...4,0.8812741312741312,"1036 revised all,",=1036
Hobs,...5,0.7673745173745173,"1036 revised all,",=1036
Hobs,...6,0.7760617760617761,"1036 revised all,",=1036
Hobs,...7,0.8687258687258688,"1036 revised all,",=1036
Hobs,...8,0.8117760617760618,"1036 revised all,",=1036
Hobs,...9,0.8889961389961389,"1036 revised all,",=1036
Hobs,...10,0.833011583011583,"1036 revised all,",=1036
Hobs,...11,0.7606177606177607,"1036 revised all,",=1036
Hobs,...12,0.8793436293436293,"1036 revised all,",=1036
Hobs,...13,0.7828185328185329,"1036 revised all,",=1036
Hobs,...14,0.7519305019305019,"1036 revised all,",=1036
Hobs,...15,0.7306949806949807,"1036 revised all,",=1036
Hobs,...16,0.8513513513513513,"1036 revised all,",=1036
Hobs,...17,0.7953667953667953,"1036 revised all,",=1036
Hobs,...18,0.7992277992277992,"1036 revised all,",=1036
Hobs,...19,0.7799227799227799,"1036 revised all,",=1036
Hobs,...20,0.694015444015444,"1036 revised all,",=1036
Hobs,...21,0.721042471042471,"1036 revised all,",=1036
Hobs,...22,0.8745173745173745,"1036 revised all,",=1036
Hobs,...23,0.7036679536679536,"1036 revised all,",=1036
Hobs,...24,0.7760617760617761,"1036 revised all,",=1036
Hobs,...25,0.8531400966183575,"1036 revised all,",=1036
Hobs,...26,0.8996138996138996,"1036 revised all,",=1036
Hobs,...27,0.9353281853281853,"1036 revised all,",=1036
Hobs,...28,0.747104247104247,"1036 revised all,",=1036
Hobs,...29,0.6898550724637681,"1036 revised all,",=1036
Hobs,...30,0.805984555984556,"1036 revised all,",=1036
PI,...2,0.10541360444835347,"1036 revised all,",=1036
PI,...3,0.08449486441764431,"1036 revised all,",=1036
PI,...4,0.02710529061880412,"1036 revised all,",=1036
PI,...5,0.07679335430300682,"1036 revised all,",=1036
PI,...6,0.0749262086134673,"1036 revised all,",=1036
PI,...7,0.02576176562663049,"1036 revised all,",=1036
PI,...8,0.05593424367555642,"1036 revised all,",=1036
PI,...9,0.02242251904414067,"1036 revised all,",=1036
PI,...10,0.040302022927505524,"1036 revised all,",=1036
