Allele,Marker,Frequency,Population,Sample_Size
10,...19,0.0013850415512465374,"1036 revised Cauc,",=361
10,...20,0.389196675900277,"1036 revised Cauc,",=361
10,...21,0.28254847645429365,"1036 revised Cauc,",=361
10,...23,0.4224376731301939,"1036 revised Cauc,",=361
10,...24,0.0664819944598338,"1036 revised Cauc,",=361
10,...25,0.1149584487534626,"1036 revised Cauc,",=361
10,...26,0.08587257617728532,"1036 revised Cauc,",=361
10,...28,0.008310249307479225,"1036 revised Cauc,",=361
10,...29,0.04986149584487535,"1036 revised Cauc,",=361
11,...2,0.30886426592797783,"1036 revised Cauc,",=361
11,...3,0.0013850415512465374,"1036 revised Cauc,",=361
11,...5,0.3254847645429363,"1036 revised Cauc,",=361
11,...6,0.314404432132964,"1036 revised Cauc,",=361
11,...7,0.009695290858725761,"1036 revised Cauc,",=361
11,...8,0.00554016620498615,"1036 revised Cauc,",=361
11,...9,0.07756232686980609,"1036 revised Cauc,",=361
11,...11,0.13988919667590027,"1036 revised Cauc,",=361
11,...13,0.34349030470914127,"1036 revised Cauc,",=361
11,...14,0.0013850415512465374,"1036 revised Cauc,",=361
11,...15,0.3559556786703601,"1036 revised Cauc,",=361
11,...16,0.296398891966759,"1036 revised Cauc,",=361
11,...17,0.20498614958448755,"1036 revised Cauc,",=361
11,...18,0.07617728531855955,"1036 revised Cauc,",=361
11,...20,0.00554016620498615,"1036 revised Cauc,",=361
11,...21,0.4113573407202216,"1036 revised Cauc,",=361
11,...23,0.26454293628808867,"1036 revised Cauc,",=361
11,...24,0.39473684210526316,"1036 revised Cauc,",=361
11,...25,0.1260387811634349,"1036 revised Cauc,",=361
11,...26,0.08725761772853186,"1036 revised Cauc,",=361
11,...27,0.0013850415512465374,"1036 revised Cauc,",=361
11,...28,0.0013850415512465374,"1036 revised Cauc,",=361
11,...29,0.2520775623268698,"1036 revised Cauc,",=361
11.3,...13,0.060941828254847646,"1036 revised Cauc,",=361
12,...2,0.3601108033240997,"1036 revised Cauc,",=361
12,...3,0.03185595567867036,"1036 revised Cauc,",=361
12,...5,0.26869806094182824,"1036 revised Cauc,",=361
12,...6,0.314404432132964,"1036 revised Cauc,",=361
12,...7,0.11357340720221606,"1036 revised Cauc,",=361
12,...8,0.07063711911357341,"1036 revised Cauc,",=361
12,...9,0.11634349030470914,"1036 revised Cauc,",=361
12,...11,0.012465373961218837,"1036 revised Cauc,",=361
12,...13,0.04709141274238227,"1036 revised Cauc,",=361
12,...15,0.3878116343490305,"1036 revised Cauc,",=361
12,...16,0.23545706371191136,"1036 revised Cauc,",=361
12,...17,0.1592797783933518,"1036 revised Cauc,",=361
12,...18,0.16759002770083103,"1036 revised Cauc,",=361
12,...19,0.0013850415512465374,"1036 revised Cauc,",=361
12,...21,0.23545706371191136,"1036 revised Cauc,",=361
12,...23,0.23268698060941828,"1036 revised Cauc,",=361
12,...24,0.21052631578947367,"1036 revised Cauc,",=361
12,...25,0.23268698060941828,"1036 revised Cauc,",=361
12,...26,0.1994459833795014,"1036 revised Cauc,",=361
12,...27,0.006925207756232687,"1036 revised Cauc,",=361
12,...29,0.04155124653739612,"1036 revised Cauc,",=361
12,...30,0.0013850415512465374,"1036 revised Cauc,",=361
12.2,...8,0.0013850415512465374,"1036 revised Cauc,",=361
12.3,...13,0.004155124653739612,"1036 revised Cauc,",=361
13,...2,0.0817174515235457,"1036 revised Cauc,",=361
13,...3,0.3074792243767313,"1036 revised Cauc,",=361
13,...5,0.11634349030470914,"1036 revised Cauc,",=361
13,...6,0.1634349030470914,"1036 revised Cauc,",=361
13,...7,0.12326869806094183,"1036 revised Cauc,",=361
13,...8,0.2548476454293629,"1036 revised Cauc,",=361
13,...9,0.0664819944598338,"1036 revised Cauc,",=361
13,...11,0.006925207756232687,"1036 revised Cauc,",=361
13,...13,0.029085872576177285,"1036 revised Cauc,",=361
13,...14,0.0013850415512465374,"1036 revised Cauc,",=361
13,...15,0.14265927977839335,"1036 revised Cauc,",=361
13,...16,0.08725761772853186,"1036 revised Cauc,",=361
13,...17,0.03462603878116344,"1036 revised Cauc,",=361
13,...18,0.3296398891966759,"1036 revised Cauc,",=361
13,...19,0.0013850415512465374,"1036 revised Cauc,",=361
13,...21,0.04293628808864266,"1036 revised Cauc,",=361
13,...23,0.03462603878116344,"1036 revised Cauc,",=361
13,...24,0.14265927977839335,"1036 revised Cauc,",=361
13,...25,0.19667590027700832,"1036 revised Cauc,",=361
13,...26,0.08587257617728532,"1036 revised Cauc,",=361
13,...27,0.01662049861495845,"1036 revised Cauc,",=361
13,...29,0.0013850415512465374,"1036 revised Cauc,",=361
13,...30,0.0013850415512465374,"1036 revised Cauc,",=361
13.2,...8,0.006925207756232687,"1036 revised Cauc,",=361
14,...2,0.009695290858725761,"1036 revised Cauc,",=361
14,...3,0.29778393351800553,"1036 revised Cauc,",=361
14,...5,0.04293628808864266,"1036 revised Cauc,",=361
14,...6,0.02631578947368421,"1036 revised Cauc,",=361
14,...7,0.13434903047091412,"1036 revised Cauc,",=361
14,...8,0.36149584487534625,"1036 revised Cauc,",=361
14,...9,0.07894736842105263,"1036 revised Cauc,",=361
14,...11,0.05678670360110803,"1036 revised Cauc,",=361
14,...13,0.2409972299168975,"1036 revised Cauc,",=361
14,...14,0.10664819944598337,"1036 revised Cauc,",=361
14,...15,0.006925207756232687,"1036 revised Cauc,",=361
14,...16,0.055401662049861494,"1036 revised Cauc,",=361
14,...17,0.004155124653739612,"1036 revised Cauc,",=361
14,...18,0.16620498614958448,"1036 revised Cauc,",=361
14,...19,0.0110803324099723,"1036 revised Cauc,",=361
14,...21,0.0013850415512465374,"1036 revised Cauc,",=361
14,...23,0.004155124653739612,"1036 revised Cauc,",=361
14,...24,0.018005540166204988,"1036 revised Cauc,",=361
14,...25,0.060941828254847646,"1036 revised Cauc,",=361
14,...26,0.062326869806094184,"1036 revised Cauc,",=361
14,...27,0.024930747922437674,"1036 revised Cauc,",=361
14,...30,0.09279778393351801,"1036 revised Cauc,",=361
14.2,...7,0.0013850415512465374,"1036 revised Cauc,",=361
14.2,...8,0.023545706371191136,"1036 revised Cauc,",=361
14.2,...27,0.002770083102493075,"1036 revised Cauc,",=361
14.3,...9,0.002770083102493075,"1036 revised Cauc,",=361
15,...3,0.19667590027700832,"1036 revised Cauc,",=361
15,...4,0.03185595567867036,"1036 revised Cauc,",=361
15,...5,0.0013850415512465374,"1036 revised Cauc,",=361
15,...7,0.1703601108033241,"1036 revised Cauc,",=361
15,...8,0.15650969529085873,"1036 revised Cauc,",=361
15,...9,0.14958448753462603,"1036 revised Cauc,",=361
15,...11,0.32132963988919666,"1036 revised Cauc,",=361
15,...12,0.0013850415512465374,"1036 revised Cauc,",=361
15,...13,0.05955678670360111,"1036 revised Cauc,",=361
15,...14,0.27285318559556787,"1036 revised Cauc,",=361
15,...15,0.0013850415512465374,"1036 revised Cauc,",=361
15,...16,0.012465373961218837,"1036 revised Cauc,",=361
15,...18,0.1038781163434903,"1036 revised Cauc,",=361
15,...19,0.024930747922437674,"1036 revised Cauc,",=361
15,...23,0.0013850415512465374,"1036 revised Cauc,",=361
15,...24,0.0013850415512465374,"1036 revised Cauc,",=361
15,...25,0.009695290858725761,"1036 revised Cauc,",=361
15,...26,0.04293628808864266,"1036 revised Cauc,",=361
15,...27,0.04016620498614958,"1036 revised Cauc,",=361
15,...30,0.10526315789473684,"1036 revised Cauc,",=361
15.2,...8,0.036011080332409975,"1036 revised Cauc,",=361
15.3,...9,0.05817174515235457,"1036 revised Cauc,",=361
15.4,...26,0.0013850415512465374,"1036 revised Cauc,",=361
16,...3,0.1329639889196676,"1036 revised Cauc,",=361
16,...4,0.0221606648199446,"1036 revised Cauc,",=361
16,...7,0.14681440443213298,"1036 revised Cauc,",=361
16,...8,0.05678670360110803,"1036 revised Cauc,",=361
16,...9,0.13573407202216067,"1036 revised Cauc,",=361
16,...11,0.38227146814404434,"1036 revised Cauc,",=361
16,...12,0.037396121883656507,"1036 revised Cauc,",=361
16,...13,0.0013850415512465374,"1036 revised Cauc,",=361
16,...14,0.23822714681440443,"1036 revised Cauc,",=361
16,...16,0.004155124653739612,"1036 revised Cauc,",=361
16,...18,0.0332409972299169,"1036 revised Cauc,",=361
16,...19,0.006925207756232687,"1036 revised Cauc,",=361
16,...25,0.002770083102493075,"1036 revised Cauc,",=361
16,...26,0.05124653739612189,"1036 revised Cauc,",=361
16,...27,0.04016620498614958,"1036 revised Cauc,",=361
16,...30,0.20083102493074792,"1036 revised Cauc,",=361
16.2,...7,0.0013850415512465374,"1036 revised Cauc,",=361
16.2,...8,0.015235457063711912,"1036 revised Cauc,",=361
16.2,...27,0.0013850415512465374,"1036 revised Cauc,",=361
16.3,...9,0.060941828254847646,"1036 revised Cauc,",=361
17,...3,0.027700831024930747,"1036 revised Cauc,",=361
17,...4,0.12742382271468145,"1036 revised Cauc,",=361
17,...7,0.13850415512465375,"1036 revised Cauc,",=361
17,...8,0.006925207756232687,"1036 revised Cauc,",=361
17,...9,0.04709141274238227,"1036 revised Cauc,",=361
17,...11,0.07479224376731301,"1036 revised Cauc,",=361
17,...12,0.18559556786703602,"1036 revised Cauc,",=361
17,...14,0.21052631578947367,"1036 revised Cauc,",=361
17,...16,0.060941828254847646,"1036 revised Cauc,",=361
17,...18,0.0013850415512465374,"1036 revised Cauc,",=361
17,...25,0.0013850415512465374,"1036 revised Cauc,",=361
17,...26,0.04847645429362881,"1036 revised Cauc,",=361
17,...27,0.062326869806094184,"1036 revised Cauc,",=361
17,...30,0.2839335180055402,"1036 revised Cauc,",=361
17.2,...8,0.0013850415512465374,"1036 revised Cauc,",=361
17.3,...4,0.02077562326869806,"1036 revised Cauc,",=361
17.3,...9,0.1329639889196676,"1036 revised Cauc,",=361
17.3,...27,0.0013850415512465374,"1036 revised Cauc,",=361
18,...3,0.0013850415512465374,"1036 revised Cauc,",=361
18,...4,0.17174515235457063,"1036 revised Cauc,",=361
18,...7,0.07756232686980609,"1036 revised Cauc,",=361
18,...9,0.00554016620498615,"1036 revised Cauc,",=361
18,...11,0.00554016620498615,"1036 revised Cauc,",=361
18,...12,0.07340720221606649,"1036 revised Cauc,",=361
18,...14,0.15096952908587258,"1036 revised Cauc,",=361
18,...16,0.0886426592797784,"1036 revised Cauc,",=361
18,...22,0.024930747922437674,"1036 revised Cauc,",=361
18,...26,0.0332409972299169,"1036 revised Cauc,",=361
18,...27,0.07202216066481995,"1036 revised Cauc,",=361
18,...30,0.20221606648199447,"1036 revised Cauc,",=361
18.2,...8,0.0013850415512465374,"1036 revised Cauc,",=361
18.3,...4,0.024930747922437674,"1036 revised Cauc,",=361
18.3,...9,0.04986149584487535,"1036 revised Cauc,",=361
18.3,...27,0.0013850415512465374,"1036 revised Cauc,",=361
19,...3,0.002770083102493075,"1036 revised Cauc,",=361
19,...4,0.12465373961218837,"1036 revised Cauc,",=361
19,...7,0.04016620498614958,"1036 revised Cauc,",=361
19,...12,0.12049861495844875,"1036 revised Cauc,",=361
19,...14,0.01662049861495845,"1036 revised Cauc,",=361
19,...16,0.09833795013850416,"1036 revised Cauc,",=361
19,...22,0.04986149584487535,"1036 revised Cauc,",=361
19,...26,0.015235457063711912,"1036 revised Cauc,",=361
19,...27,0.07202216066481995,"1036 revised Cauc,",=361
19,...30,0.1038781163434903,"1036 revised Cauc,",=361
19.2,...27,0.004155124653739612,"1036 revised Cauc,",=361
19.3,...4,0.004155124653739612,"1036 revised Cauc,",=361
19.3,...9,0.015235457063711912,"1036 revised Cauc,",=361
20,...4,0.11080332409972299,"1036 revised Cauc,",=361
20,...7,0.018005540166204988,"1036 revised Cauc,",=361
20,...12,0.15650969529085873,"1036 revised Cauc,",=361
20,...14,0.0013850415512465374,"1036 revised Cauc,",=361
20,...16,0.03185595567867036,"1036 revised Cauc,",=361
20,...22,0.12326869806094183,"1036 revised Cauc,",=361
20,...26,0.009695290858725761,"1036 revised Cauc,",=361
20,...27,0.05817174515235457,"1036 revised Cauc,",=361
20,...30,0.006925207756232687,"1036 revised Cauc,",=361
20.2,...27,0.009695290858725761,"1036 revised Cauc,",=361
21,...4,0.12880886426592797,"1036 revised Cauc,",=361
21,...7,0.009695290858725761,"1036 revised Cauc,",=361
21,...12,0.037396121883656507,"1036 revised Cauc,",=361
21,...16,0.009695290858725761,"1036 revised Cauc,",=361
21,...22,0.1786703601108033,"1036 revised Cauc,",=361
21,...26,0.002770083102493075,"1036 revised Cauc,",=361
21,...27,0.024930747922437674,"1036 revised Cauc,",=361
21,...30,0.0013850415512465374,"1036 revised Cauc,",=361
21.2,...22,0.00554016620498615,"1036 revised Cauc,",=361
21.2,...27,0.023545706371191136,"1036 revised Cauc,",=361
22,...4,0.09556786703601108,"1036 revised Cauc,",=361
22,...7,0.006925207756232687,"1036 revised Cauc,",=361
22,...12,0.03462603878116344,"1036 revised Cauc,",=361
22,...16,0.0013850415512465374,"1036 revised Cauc,",=361
22,...22,0.20498614958448755,"1036 revised Cauc,",=361
22,...26,0.0013850415512465374,"1036 revised Cauc,",=361
22,...27,0.013850415512465374,"1036 revised Cauc,",=361
22.2,...22,0.012465373961218837,"1036 revised Cauc,",=361
22.2,...27,0.037396121883656507,"1036 revised Cauc,",=361
23,...4,0.06925207756232687,"1036 revised Cauc,",=361
23,...12,0.10526315789473684,"1036 revised Cauc,",=361
23,...22,0.1523545706371191,"1036 revised Cauc,",=361
23,...27,0.002770083102493075,"1036 revised Cauc,",=361
23.2,...22,0.002770083102493075,"1036 revised Cauc,",=361
23.2,...27,0.036011080332409975,"1036 revised Cauc,",=361
24,...4,0.04709141274238227,"1036 revised Cauc,",=361
24,...12,0.1149584487534626,"1036 revised Cauc,",=361
24,...22,0.13434903047091412,"1036 revised Cauc,",=361
24,...26,0.0013850415512465374,"1036 revised Cauc,",=361
24,...27,0.0013850415512465374,"1036 revised Cauc,",=361
24.2,...22,0.0013850415512465374,"1036 revised Cauc,",=361
24.2,...27,0.0221606648199446,"1036 revised Cauc,",=361
25,...4,0.01662049861495845,"1036 revised Cauc,",=361
25,...12,0.10249307479224377,"1036 revised Cauc,",=361
25,...22,0.07894736842105263,"1036 revised Cauc,",=361
25.2,...10,0.0013850415512465374,"1036 revised Cauc,",=361
25.2,...27,0.04155124653739612,"1036 revised Cauc,",=361
26,...4,0.002770083102493075,"1036 revised Cauc,",=361
26,...12,0.030470914127423823,"1036 revised Cauc,",=361
26,...22,0.02631578947368421,"1036 revised Cauc,",=361
26.2,...27,0.04155124653739612,"1036 revised Cauc,",=361
27,...4,0.0013850415512465374,"1036 revised Cauc,",=361
27,...10,0.0221606648199446,"1036 revised Cauc,",=361
27,...22,0.004155124653739612,"1036 revised Cauc,",=361
27.2,...27,0.09418282548476455,"1036 revised Cauc,",=361
28,...10,0.1592797783933518,"1036 revised Cauc,",=361
28.2,...27,0.07617728531855955,"1036 revised Cauc,",=361
28.3,...27,0.0013850415512465374,"1036 revised Cauc,",=361
29,...10,0.20221606648199447,"1036 revised Cauc,",=361
29.2,...10,0.002770083102493075,"1036 revised Cauc,",=361
29.2,...27,0.055401662049861494,"1036 revised Cauc,",=361
30,...10,0.28254847645429365,"1036 revised Cauc,",=361
30.2,...10,0.029085872576177285,"1036 revised Cauc,",=361
30.2,...27,0.05678670360110803,"1036 revised Cauc,",=361
31,...10,0.07202216066481995,"1036 revised Cauc,",=361
31,...27,0.002770083102493075,"1036 revised Cauc,",=361
31.2,...10,0.09833795013850416,"1036 revised Cauc,",=361
31.2,...27,0.023545706371191136,"1036 revised Cauc,",=361
32,...10,0.00554016620498615,"1036 revised Cauc,",=361
32,...27,0.0013850415512465374,"1036 revised Cauc,",=361
32.200000000000003,...10,0.09002770083102493,"1036 revised Cauc,",=361
32.200000000000003,...27,0.012465373961218837,"1036 revised Cauc,",=361
33,...10,0.0013850415512465374,"1036 revised Cauc,",=361
33,...27,0.0013850415512465374,"1036 revised Cauc,",=361
33.200000000000003,...10,0.02631578947368421,"1036 revised Cauc,",=361
33.200000000000003,...27,0.004155124653739612,"1036 revised Cauc,",=361
34,...27,0.008310249307479225,"1036 revised Cauc,",=361
34.200000000000003,...10,0.004155124653739612,"1036 revised Cauc,",=361
34.200000000000003,...27,0.0013850415512465374,"1036 revised Cauc,",=361
35,...10,0.0013850415512465374,"1036 revised Cauc,",=361
36,...10,0.0013850415512465374,"1036 revised Cauc,",=361
Hobs,...2,0.7340720221606648,"1036 revised Cauc,",=361
Hobs,...3,0.7645429362880887,"1036 revised Cauc,",=361
Hobs,...4,0.8975069252077562,"1036 revised Cauc,",=361
Hobs,...5,0.7617728531855956,"1036 revised Cauc,",=361
Hobs,...6,0.7645429362880887,"1036 revised Cauc,",=361
Hobs,...7,0.8559556786703602,"1036 revised Cauc,",=361
Hobs,...8,0.7673130193905817,"1036 revised Cauc,",=361
Hobs,...9,0.925207756232687,"1036 revised Cauc,",=361
Hobs,...10,0.8227146814404432,"1036 revised Cauc,",=361
Hobs,...11,0.7534626038781164,"1036 revised Cauc,",=361
Hobs,...12,0.8698060941828255,"1036 revised Cauc,",=361
Hobs,...13,0.7867036011080333,"1036 revised Cauc,",=361
Hobs,...14,0.7562326869806094,"1036 revised Cauc,",=361
Hobs,...15,0.706371191135734,"1036 revised Cauc,",=361
Hobs,...16,0.7977839335180055,"1036 revised Cauc,",=361
Hobs,...17,0.8310249307479225,"1036 revised Cauc,",=361
Hobs,...18,0.7839335180055402,"1036 revised Cauc,",=361
Hobs,...19,0.7590027700831025,"1036 revised Cauc,",=361
Hobs,...20,0.7008310249307479,"1036 revised Cauc,",=361
Hobs,...21,0.6731301939058172,"1036 revised Cauc,",=361
Hobs,...22,0.8670360110803323,"1036 revised Cauc,",=361
Hobs,...23,0.7174515235457064,"1036 revised Cauc,",=361
Hobs,...24,0.7700831024930748,"1036 revised Cauc,",=361
Hobs,...25,0.8587257617728532,"1036 revised Cauc,",=361
Hobs,...26,0.8919667590027701,"1036 revised Cauc,",=361
Hobs,...27,0.9501385041551247,"1036 revised Cauc,",=361
Hobs,...28,0.7423822714681441,"1036 revised Cauc,",=361
Hobs,...29,0.6537396121883656,"1036 revised Cauc,",=361
Hobs,...30,0.8060941828254847,"1036 revised Cauc,",=361
PI,...2,0.12850576653033666,"1036 revised Cauc,",=361
PI,...3,0.0988559019651476,"1036 revised Cauc,",=361
PI,...4,0.02365697009691453,"1036 revised Cauc,",=361
PI,...5,0.07767742727572684,"1036 revised Cauc,",=361
PI,...6,0.09825737985435962,"1036 revised Cauc,",=361
PI,...7,0.030516954289792127,"1036 revised Cauc,",=361
PI,...8,0.08378542214992209,"1036 revised Cauc,",=361
PI,...9,0.021063374283499966,"1036 revised Cauc,",=361
PI,...10,0.051204333913950954,"1036 revised Cauc,",=361
PI,...11,0.12390175029350604,"1036 revised Cauc,",=361
PI,...12,0.027616424060588857,"1036 revised Cauc,",=361
PI,...13,0.08840478510754213,"1036 revised Cauc,",=361
PI,...14,0.075759087177047435,"1036 revised Cauc,",=361
PI,...15,0.14862531748528637,"1036 revised Cauc,",=361
PI,...16,0.051311760959477024,"1036 revised Cauc,",=361
PI,...17,0.06277576138918516,"1036 revised Cauc,",=361
PI,...18,0.061701490933924706,"1036 revised Cauc,",=361
PI,...19,0.11645859071062993,"1036 revised Cauc,",=361
PI,...20,0.12882804766691477,"1036 revised Cauc,",=361
PI,...21,0.14454308975529656,"1036 revised Cauc,",=361
PI,...22,0.03986310725055824,"1036 revised Cauc,",=361
PI,...23,0.15098871248685938,"1036 revised Cauc,",=361
PI,...24,0.10286139609119022,"1036 revised Cauc,",=361
PI,...25,0.058847000867089744,"1036 revised Cauc,",=361
PI,...26,0.024286185649281367,"1036 revised Cauc,",=361
PI,...27,0.007911234566953883,"1036 revised Cauc,",=361
PI,...28,0.09314692183147767,"1036 revised Cauc,",=361
PI,...29,0.18108363195494206,"1036 revised Cauc,",=361
PI,...30,0.06604461291733488,"1036 revised Cauc,",=361
PPE,...2,0.47084105350793914,"1036 revised Cauc,",=361
PPE,...3,0.5345879616624072,"1036 revised Cauc,",=361
PPE,...4,0.779395968222217,"1036 revised Cauc,",=361
PPE,...5,0.5877370583486805,"1036 revised Cauc,",=361
PPE,...6,0.5435567952474154,"1036 revised Cauc,",=361
PPE,...7,0.7480629330470023,"1036 revised Cauc,",=361
PPE,...8,0.5698275123845954,"1036 revised Cauc,",=361
PPE,...9,0.7957349795925132,"1036 revised Cauc,",=361
PPE,...10,0.6660516505658487,"1036 revised Cauc,",=361
PPE,...11,0.4887872162251298,"1036 revised Cauc,",=361
PPE,...12,0.7605585706487648,"1036 revised Cauc,",=361
PPE,...13,0.5616201230919033,"1036 revised Cauc,",=361
PPE,...14,0.584229353387164,"1036 revised Cauc,",=361
PPE,...15,0.4503043855169339,"1036 revised Cauc,",=361
PPE,...16,0.6609328242520011,"1036 revised Cauc,",=361
PPE,...17,0.6330245504594267,"1036 revised Cauc,",=361
PPE,...18,0.6302073287431247,"1036 revised Cauc,",=361
PPE,...19,0.5034726133749531,"1036 revised Cauc,",=361
PPE,...20,0.4699179591757767,"1036 revised Cauc,",=361
PPE,...21,0.4331912696345007,"1036 revised Cauc,",=361
PPE,...22,0.7173200592072075,"1036 revised Cauc,",=361
PPE,...23,0.4402674677430758,"1036 revised Cauc,",=361
PPE,...24,0.5406903013182067,"1036 revised Cauc,",=361
PPE,...25,0.6508888748960839,"1036 revised Cauc,",=361
PPE,...26,0.7829964964920407,"1036 revised Cauc,",=361
PPE,...27,0.8953531639869083,"1036 revised Cauc,",=361
PPE,...28,0.5476325771304328,"1036 revised Cauc,",=361
PPE,...29,0.398767788339002,"1036 revised Cauc,",=361
PPE,...30,0.6206052848689709,"1036 revised Cauc,",=361
HWE,...2,0.870625,"1036 revised Cauc,",=361
HWE,...3,0.652188,"1036 revised Cauc,",=361
HWE,...4,0.885938,"1036 revised Cauc,",=361
HWE,...5,0.102813,"1036 revised Cauc,",=361
HWE,...6,0.164687,"1036 revised Cauc,",=361
HWE,...7,0.19875,"1036 revised Cauc,",=361
HWE,...8,0.96625,"1036 revised Cauc,",=361
HWE,...9,0.877188,"1036 revised Cauc,",=361
HWE,...10,0.607187,"1036 revised Cauc,",=361
HWE,...11,0.979688,"1036 revised Cauc,",=361
HWE,...12,0.509687,"1036 revised Cauc,",=361
HWE,...13,0.7125,"1036 revised Cauc,",=361
HWE,...14,0.380312,"1036 revised Cauc,",=361
HWE,...15,0.757812,"1036 revised Cauc,",=361
HWE,...16,0.027187,"1036 revised Cauc,",=361
HWE,...17,0.505,"1036 revised Cauc,",=361
HWE,...18,0.8675,"1036 revised Cauc,",=361
HWE,...19,0.88125,"1036 revised Cauc,",=361
HWE,...20,0.83125,"1036 revised Cauc,",=361
HWE,...21,0.856563,"1036 revised Cauc,",=361
HWE,...22,0.044062,"1036 revised Cauc,",=361
HWE,...23,0.972187,"1036 revised Cauc,",=361
HWE,...24,0.02125,"1036 revised Cauc,",=361
HWE,...25,0.149062,"1036 revised Cauc,",=361
HWE,...26,0.49875,"1036 revised Cauc,",=361
HWE,...27,0.247812,"1036 revised Cauc,",=361
HWE,...28,0.225312,"1036 revised Cauc,",=361
HWE,...29,0.550937,"1036 revised Cauc,",=361
HWE,...30,0.432812,"1036 revised Cauc,",=361
